# Time,Peak Mean,Peak Min,Peak Max
4/4/2025 3:37:49 PM,2.3458736969798597,1.8675271733895533,2.824220220570166
8/6/2024 1:32:12 PM,1.6160049090628554,1.2006618282840549,2.031347989841656
