Sequence,Potential_V,Current_A
733,0.533,7.372e-05
734,0.534,7.356e-05
735,0.535,7.34e-05
736,0.536,7.323e-05
737,0.537,7.307e-05
738,0.538,7.291e-05
739,0.539,7.275e-05
740,0.54,7.259e-05
741,0.541,7.243e-05
742,0.542,7.225e-05
743,0.543,7.207e-05
744,0.544,7.191e-05
745,0.545,7.177e-05
746,0.546,7.163e-05
747,0.547,7.15e-05
748,0.548,7.137e-05
749,0.549,7.122e-05
750,0.55,7.107e-05
751,0.551,7.091e-05
752,0.552,7.076e-05
753,0.553,7.062e-05
754,0.554,7.048e-05
755,0.555,7.034e-05
756,0.556,7.019e-05
757,0.557,7.004e-05
758,0.558,6.988e-05
759,0.559,6.971e-05
760,0.56,6.956e-05
761,0.561,6.941e-05
762,0.562,6.928e-05
763,0.563,6.915e-05
764,0.564,6.902e-05
765,0.565,6.889e-05
766,0.566,6.875e-05
767,0.567,6.86e-05
768,0.568,6.845e-05
769,0.569,6.831e-05
770,0.57,6.817e-05
771,0.571,6.804e-05
772,0.572,6.791e-05
773,0.573,6.777e-05
774,0.574,6.763e-05
775,0.575,6.749e-05
776,0.576,6.733e-05
777,0.577,6.717e-05
778,0.578,6.703e-05
779,0.579,6.69e-05
780,0.58,6.679e-05
781,0.581,6.669e-05
782,0.582,6.658e-05
783,0.583,6.646e-05
784,0.584,6.633e-05
785,0.585,6.62e-05
786,0.586,6.606e-05
787,0.587,6.592e-05
788,0.588,6.579e-05
789,0.589,6.566e-05
790,0.59,6.554e-05
791,0.591,6.542e-05
792,0.592,6.529e-05
793,0.593,6.517e-05
794,0.594,6.504e-05
795,0.595,6.491e-05
796,0.596,6.478e-05
797,0.597,6.466e-05
798,0.598,6.454e-05
799,0.599,6.442e-05
800,0.6,6.431e-05
801,0.601,6.421e-05
802,0.602,6.41e-05
803,0.603,6.399e-05
804,0.604,6.387e-05
805,0.605,6.375e-05
806,0.606,6.363e-05
807,0.607,6.351e-05
808,0.608,6.339e-05
809,0.609,6.328e-05
810,0.61,6.317e-05
811,0.611,6.306e-05
812,0.612,6.296e-05
813,0.613,6.286e-05
814,0.614,6.276e-05
815,0.615,6.265e-05
816,0.616,6.252e-05
817,0.617,6.239e-05
818,0.618,6.225e-05
819,0.619,6.214e-05
820,0.62,6.204e-05
821,0.621,6.195e-05
822,0.622,6.187e-05
823,0.623,6.178e-05
824,0.624,6.169e-05
825,0.625,6.16e-05
826,0.626,6.151e-05
827,0.627,6.141e-05
828,0.628,6.131e-05
829,0.629,6.12e-05
830,0.63,6.11e-05
831,0.631,6.1e-05
832,0.632,6.089e-05
833,0.633,6.08e-05
834,0.634,6.07e-05
835,0.635,6.061e-05
836,0.636,6.052e-05
837,0.637,6.042e-05
838,0.638,6.032e-05
839,0.639,6.022e-05
840,0.64,6.013e-05
841,0.641,6.002e-05
842,0.642,5.992e-05
843,0.643,5.982e-05
844,0.644,5.972e-05
845,0.645,5.963e-05
846,0.646,5.954e-05
847,0.647,5.946e-05
848,0.648,5.937e-05
849,0.649,5.929e-05
850,0.65,5.92e-05
851,0.651,5.911e-05
852,0.652,5.903e-05
853,0.653,5.894e-05
854,0.654,5.886e-05
855,0.655,5.877e-05
856,0.656,5.868e-05
857,0.657,5.859e-05
858,0.658,5.851e-05
859,0.659,5.843e-05
860,0.66,5.835e-05
861,0.661,5.827e-05
862,0.662,5.819e-05
863,0.663,5.811e-05
864,0.664,5.802e-05
865,0.665,5.793e-05
866,0.666,5.784e-05
867,0.667,5.774e-05
868,0.668,5.765e-05
869,0.669,5.755e-05
870,0.67,5.745e-05
871,0.671,5.736e-05
872,0.672,5.728e-05
873,0.673,5.719e-05
874,0.674,5.712e-05
875,0.675,5.705e-05
876,0.676,5.698e-05
877,0.677,5.692e-05
878,0.678,5.684e-05
879,0.679,5.677e-05
880,0.68,5.67e-05
881,0.681,5.662e-05
882,0.682,5.655e-05
883,0.683,5.647e-05
884,0.684,5.64e-05
885,0.685,5.632e-05
886,0.686,5.624e-05
887,0.687,5.617e-05
888,0.688,5.609e-05
889,0.689,5.602e-05
890,0.69,5.595e-05
891,0.691,5.587e-05
892,0.692,5.58e-05
893,0.693,5.573e-05
894,0.694,5.566e-05
895,0.695,5.558e-05
896,0.696,5.551e-05
897,0.697,5.544e-05
898,0.698,5.537e-05
899,0.699,5.53e-05
900,0.7,5.523e-05
901,0.701,5.515e-05
902,0.702,5.507e-05
903,0.703,5.499e-05
904,0.704,5.491e-05
905,0.705,5.484e-05
906,0.706,5.477e-05
907,0.707,5.47e-05
908,0.708,5.464e-05
909,0.709,5.458e-05
910,0.71,5.452e-05
911,0.711,5.446e-05
912,0.712,5.439e-05
913,0.713,5.433e-05
914,0.714,5.426e-05
915,0.715,5.42e-05
916,0.716,5.413e-05
917,0.717,5.406e-05
918,0.718,5.401e-05
919,0.719,5.395e-05
920,0.72,5.389e-05
921,0.721,5.383e-05
922,0.722,5.377e-05
923,0.723,5.37e-05
924,0.724,5.364e-05
925,0.725,5.358e-05
926,0.726,5.352e-05
927,0.727,5.347e-05
928,0.728,5.342e-05
929,0.729,5.336e-05
930,0.73,5.33e-05
931,0.731,5.324e-05
932,0.732,5.319e-05
933,0.733,5.313e-05
934,0.734,5.307e-05
935,0.735,5.301e-05
936,0.736,5.295e-05
937,0.737,5.289e-05
938,0.738,5.282e-05
939,0.739,5.275e-05
940,0.74,5.269e-05
941,0.741,5.262e-05
942,0.742,5.255e-05
943,0.743,5.249e-05
944,0.744,5.243e-05
945,0.745,5.237e-05
946,0.746,5.232e-05
947,0.747,5.227e-05
948,0.748,5.222e-05
949,0.749,5.218e-05
950,0.75,5.213e-05
951,0.751,5.209e-05
952,0.752,5.204e-05
953,0.753,5.199e-05
954,0.754,5.195e-05
955,0.755,5.19e-05
956,0.756,5.185e-05
957,0.757,5.18e-05
958,0.758,5.175e-05
959,0.759,5.17e-05
960,0.76,5.165e-05
961,0.761,5.161e-05
962,0.762,5.156e-05
963,0.763,5.151e-05
964,0.764,5.146e-05
965,0.765,5.141e-05
966,0.766,5.136e-05
967,0.767,5.131e-05
968,0.768,5.126e-05
969,0.769,5.122e-05
970,0.77,5.117e-05
971,0.771,5.112e-05
972,0.772,5.108e-05
973,0.773,5.104e-05
974,0.774,5.1e-05
975,0.775,5.095e-05
976,0.776,5.091e-05
977,0.777,5.087e-05
978,0.778,5.082e-05
979,0.779,5.078e-05
980,0.78,5.074e-05
981,0.781,5.069e-05
982,0.782,5.064e-05
983,0.783,5.06e-05
984,0.784,5.056e-05
985,0.785,5.052e-05
986,0.786,5.047e-05
987,0.787,5.043e-05
988,0.788,5.039e-05
989,0.789,5.034e-05
990,0.79,5.029e-05
991,0.791,5.024e-05
992,0.792,5.019e-05
993,0.793,5.015e-05
994,0.794,5.011e-05
995,0.795,5.006e-05
996,0.796,5.002e-05
997,0.797,4.998e-05
998,0.798,4.994e-05
999,0.799,4.99e-05
1000,0.8,4.873e-05
1001,0.799,4.758e-05
1002,0.798,4.667e-05
1003,0.797,4.6e-05
1004,0.796,4.566e-05
1005,0.795,4.546e-05
1006,0.794,4.53e-05
1007,0.793,4.511e-05
1008,0.792,4.494e-05
1009,0.791,4.479e-05
1010,0.79,4.466e-05
1011,0.789,4.452e-05
1012,0.788,4.44e-05
1013,0.787,4.427e-05
1014,0.786,4.414e-05
1015,0.785,4.402e-05
1016,0.784,4.39e-05
1017,0.783,4.379e-05
1018,0.782,4.369e-05
1019,0.781,4.359e-05
1020,0.78,4.349e-05
1021,0.779,4.339e-05
1022,0.778,4.329e-05
1023,0.777,4.319e-05
1024,0.776,4.308e-05
1025,0.775,4.298e-05
1026,0.774,4.287e-05
1027,0.773,4.277e-05
1028,0.772,4.267e-05
1029,0.771,4.259e-05
1030,0.77,4.251e-05
1031,0.769,4.243e-05
1032,0.768,4.236e-05
1033,0.767,4.229e-05
1034,0.766,4.223e-05
1035,0.765,4.216e-05
1036,0.764,4.209e-05
1037,0.763,4.201e-05
1038,0.762,4.193e-05
